"Protocol" "Study" "CellType"
"HP1507101_C18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_K8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_D3" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_A12" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_C10" "SmartSeq2" "E-MTAB-5061" "other"
"HP1507101_N19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_I11" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_L18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_B15" "SmartSeq2" "E-MTAB-5061" "other"
"HP1507101_L3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_E8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_J13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_A4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_J23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_I12" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_K4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_J7" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1507101_F3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_L23" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1507101_P5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_M4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_B7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_E10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_H23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_K3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_J19" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_I4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_G23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_F15" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1507101_D1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_J1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_F10" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1507101_H10" "SmartSeq2" "E-MTAB-5061" "other"
"HP1507101_D8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_I22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_B1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_N16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_A6" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_F2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_F8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_P21" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1507101_B14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_N4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_N6" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_L19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_A5" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1507101_F18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_M18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_H6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_D9" "SmartSeq2" "E-MTAB-5061" "other"
"HP1507101_O12" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1507101_G13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_N20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_G8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_D18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_O3" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_N1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_P23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_L16" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_K15" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_N13" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_C5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_E14" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_J2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_B13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_H12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_I19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_H22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_B4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_F13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_J20" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_N8" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1507101_B19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_D12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_M8" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_L4" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1507101_D5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_B24" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_J21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_I18" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_B6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_D15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_M22" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1507101_B12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_H17" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_C12" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_D10" "SmartSeq2" "E-MTAB-5061" "other"
"HP1507101_L17" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1507101_N2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_F5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_E12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_H3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_P1" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1507101_O14" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_L14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_D23" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_I6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_K13" "SmartSeq2" "E-MTAB-5061" "other"
"HP1507101_J17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_F1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_E9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_C14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_J3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_D17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_B16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_J5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_O13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_E7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_F23" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_I20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_I5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_O19" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_H5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_B5" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_F4" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_P3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_B20" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1507101_G15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_O11" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_C8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_L21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_F12" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1507101_J22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1507101_K20" "SmartSeq2" "E-MTAB-5061" "other"
"HP1507101_L1" "SmartSeq2" "E-MTAB-5061" "other"
"HP1507101_O8" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1507101_P8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_E3" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_A3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_O1" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1509101_C1" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_D5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_J22" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_I17" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_K19" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_J16" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1509101_G19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_D18" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_P4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_J12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_K15" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_A24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_A7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_H1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_L17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_B16" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1509101_P17" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_P9" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_L13" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_E4" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1509101_H21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_L8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_I5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_K22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_G24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_H7" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1509101_O9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_D17" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_K9" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_O7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_D8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_F18" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1509101_H22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_F24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_L11" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_B24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_H24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_D22" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1509101_H23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_I10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_P23" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_G18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_M12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_J9" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_B19" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_D23" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_P20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_L19" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1509101_F21" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1509101_C23" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_P18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_N9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_B20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_N18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_N17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_G9" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_C22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_E19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_J8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_B17" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_E24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_D19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_J4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_I21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_P12" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1509101_O13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_J15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_J23" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_P1" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_I12" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_O14" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_L16" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_F4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_K10" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_J20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_B13" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_P7" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_O18" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_F19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_N23" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_B23" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_A8" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_E22" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_L18" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_I23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_C21" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_J19" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_L24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_O24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_P8" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_L14" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1509101_O16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_F22" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_N20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_H13" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1509101_I24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_G16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_F7" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_F23" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_H20" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1509101_O4" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1509101_M10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_B10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1509101_J24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1509101_L23" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_D15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_O20" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_K20" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_L12" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_E16" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_N9" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_F14" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_I19" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_I7" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_J10" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_B15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_L8" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_B3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_A21" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_F15" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_O11" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_N2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_G20" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_H12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_D12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_F2" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_I23" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_G8" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_B22" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_F12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_H10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_P11" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_O7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_P14" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_H19" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_F8" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_P21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_N18" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_B8" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_N13" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_K12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_J8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_C11" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_O1" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_B16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_L17" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_F18" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_C17" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_B11" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_F17" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_D6" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_D18" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_K19" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_F6" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_P10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_D16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_H14" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_M3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_F1" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_I10" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_O8" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_D23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_I17" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_B13" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_C2" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_B20" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_O14" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_H17" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_H4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_B24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_H5" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_P7" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_B1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_F11" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_F23" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1504901_G9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_O21" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_E24" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_G12" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_A16" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_A14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_O9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_P3" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_G3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_F5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_M19" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_A23" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_K1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_P18" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_E9" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_C16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_A5" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_J24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_L18" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_H11" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_I24" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_D13" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1504901_E18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_H6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_J17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_N1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_B4" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_J7" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_B7" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_J18" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_A22" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_D22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_G4" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_E6" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_D9" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_N22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_J15" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_K14" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_N15" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_J20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_J23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_L16" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_C13" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_B23" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_F19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_J4" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_K22" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_O5" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_J9" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_M4" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_G2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_N16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_G10" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_F24" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_O17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_A19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_D5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_D1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_F16" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_B6" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_E23" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_N8" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_N12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_H8" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_M24" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_B9" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_O4" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_O10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_M11" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_B18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_F9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_F20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_O6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_B14" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_D4" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_E10" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_L13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_L22" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_O24" "SmartSeq2" "E-MTAB-5061" "Gamma"
